spoken,Storage,EdgeTX 2.9,OpenTX 2.3,OpenTx 2.2,OpenTX 2.1,included at v,notes
Timer 2 on,\tmr2on.wav,\tmr2on.wav,\tmr2on.wav,\tmr2on.wav,\tmr2on.wav,1,
Timer 2 Reset,\timrs2.wav,\timrs2.wav,\timrs2.wav,\timrs2.wav,\timrs2.wav,3,
timer 3 elapsed,\timovr3.wav,\SYSTEM\timovr3.wav,\SYSTEM\timovr3.wav,\SYSTEM\timovr3.wav,\tmovr3.wav,1,
Timer 3 off,\tmr3of.wav,\tmr3of.wav,\tmr3of.wav,\tmr3of.wav,\tmr3of.wav,1,
Timer 3 on,\tmr3on.wav,\tmr3on.wav,\tmr3on.wav,\tmr3on.wav,\tmr3on.wav,1,
Timer 3 Reset,\timrs3.wav,\timrs3.wav,\timrs3.wav,\timrs3.wav,\timrs3.wav,3,
Timer alert,\tmrlrt.wav,\tmrlrt.wav,\tmrlrt.wav,\tmrlrt.wav,\tmrlrt.wav,3,Also used by Yaapu Script
Timer Reset,\tmrrst.wav,\tmrrst.wav,\tmrrst.wav,\tmrrst.wav,\tmrrst.wav,1.3,
Tip alarm,\tipwrn.wav,\tipwrn.wav,\tipwrn.wav,\tipwrn.wav,\tipwrn.wav,2,
too high,\tohigh.wav,\tohigh.wav,\tohigh.wav,\tohigh.wav,\tohigh.wav,1,Also used by INav script
too low,\tolow.wav,\tolow.wav,\tolow.wav,\tolow.wav,\tolow.wav,1,
Trainer Connected,trainco.wav,\SYSTEM\trainco.wav,trainco.wav,trainco.wav,trainco.wav,3,
trainer off,\trnoff.wav,\trnoff.wav,\trnoff.wav,\trnoff.wav,\trnoff.wav,1,
trainer on,\trnon.wav,\trnon.wav,\trnon.wav,\trnon.wav,\trnon.wav,1,
trainer signal lost,\trainko.wav,\SYSTEM\trainko.wav,\SYSTEM\trainko.wav,\SYSTEM\trainko.wav,\SYSTEM\trainko.wav,1,
trainer signal recovered,\trainok.wav,\SYSTEM\trainok.wav,\SYSTEM\trainok.wav,\SYSTEM\trainok.wav,\SYSTEM\trainok.wav,1,
Training flight mode,\trnfm.wav,\trnfm.wav,\trnfm.wav,\trnfm.wav,\trnfm.wav,3,Also used by Yaapu Script
Transition done,\trdon.wav,\trdon.wav,\trdon.wav,\trdon.wav,\trdon.wav,3,Also used by Yaapu Script
Transition started,\trst.wav,\trst.wav,\trst.wav,\trst.wav,\trst.wav,3,Also used by Yaapu Script
Transition VTOL done,\trvtdn.wav,\trvtdn.wav,\trvtdn.wav,\trvtdn.wav,\trvtdn.wav,3,Also used by Yaapu Script
transmitter battery low,\lowbatt.wav,\SYSTEM\lowbatt.wav,\SYSTEM\lowbatt.wav,\SYSTEM\lowbatt.wav,\SYSTEM\lowbatt.wav,1,
Trim,\trim.wav,\trim.wav,\trim.wav,\trim.wav,\trim.wav,2,
trim center,\midtrim.wav,\SYSTEM\midtrim.wav,\SYSTEM\midtrim.wav,\SYSTEM\midtrim.wav,\SYSTEM\midtrim.wav,1,
Turbine shut down,\trbndn.wav,\trbndn.wav,\trbndn.wav,\trbndn.wav,\trbndn.wav,1.2,
Turbine start up,\trbnup.wav,\trbnup.wav,\trbnup.wav,\trbnup.wav,\trbnup.wav,1.2,
Turn assist mode,\tasmd.wav,\tasmd.wav,\tasmd.wav,\tasmd.wav,\tasmd.wav,1.5,
Turtle mode,\trtmd.wav,\trtmd.wav,\trtmd.wav,\trtmd.wav,\trtmd.wav,1.4,Also used by Yaapu Script
Turtle mode activated,\trtact.wav,\trtact.wav,\trtact.wav,\trtact.wav,\trtact.wav,1.4,
Turtle Mode Off,\turtof.wav,\turtof.wav,\turtof.wav,\turtof.wav,\turtof.wav,3,
Turtle Mode On,\turton.wav,\turton.wav,\turton.wav,\turton.wav,\turton.wav,3,
two cell,\2cell.wav,\2cell.wav,\2cell.wav,\2cell.wav,\2cell.wav,1,
Two thousand,\2000.wav,\2000.wav,\2000.wav,\2000.wav,\2000.wav,1.2,
Two Wheel Drive,\2wd.wav,\2wd.wav,\2wd.wav,\2wd.wav,\2wd.wav,2,
TX battery critical,\txbcri.wav,\txbcri.wav,\txbcri.wav,\txbcri.wav,\txbcri.wav,1.3,
TX battery low,\txblow.wav,\txblow.wav,\txblow.wav,\txblow.wav,\txblow.wav,1.3,
vario off,\vrioff.wav,\vrioff.wav,\vrioff.wav,\vrioff.wav,\vrioff.wav,1,
vario on,\vrion.wav,\vrion.wav,\vrion.wav,\vrion.wav,\vrion.wav,1,
velocity flight mode,\velfm.wav,\velfm.wav,\velfm.wav,\velfm.wav,\velfm.wav,3,Also used by Yaapu Script
Video Off,\vidoff.wav,\vidoff.wav,\vidoff.wav,\vidoff.wav,\vidoff.wav,1.3,
Video On,\vidon.wav,\vidon.wav,\vidon.wav,\vidon.wav,\vidon.wav,1.3,
Voice warnings off,\voxoff.wav,\voxoff.wav,\voxoff.wav,\voxoff.wav,\voxoff.wav,1.3,
Voice warnings on,\voxon.wav,\voxon.wav,\voxon.wav,\voxon.wav,\voxon.wav,1.3,
Voice warnings verbose,\voxver.wav,\voxver.wav,\voxver.wav,\voxver.wav,\voxver.wav,1.3,
volt,\volt0.wav,\SYSTEM\volt0.wav,\SYSTEM\volt0.wav,\SYSTEM\volt0.wav,\SYSTEM\0115.wav,1,
volts,\volt1.wav,\SYSTEM\volt1.wav,\SYSTEM\volt1.wav,\SYSTEM\volt1.wav,\SYSTEM\0116.wav,1,
Vortex,\vrtx.wav,\vrtx.wav,\vrtx.wav,\vrtx.wav,\vrtx.wav,1.4,
VTX,\vtx.wav,\vtx.wav,\vtx.wav,\vtx.wav,\vtx.wav,3,
VTX 1 Watt,\vtx1w.wav,\vtx1w.wav,\vtx1w.wav,\vtx1w.wav,\vtx1w.wav,3,
VTX 100 Milliwatts,\vtx100.wav,\vtx100.wav,\vtx100.wav,\vtx100.wav,\vtx100.wav,3,
VTX 2 Watts,\vtx2w.wav,\vtx2w.wav,\vtx2w.wav,\vtx2w.wav,\vtx2w.wav,3,
VTX 200 Milliwatts,\vtx200.wav,\vtx200.wav,\vtx200.wav,\vtx200.wav,\vtx200.wav,3,
VTX 25 Milliwatts,\vtx25.wav,\vtx25.wav,\vtx25.wav,\vtx25.wav,\vtx25.wav,3,
VTX 300 Milliwatts,\vtx300.wav,\vtx300.wav,\vtx300.wav,\vtx300.wav,\vtx300.wav,3,
VTX 400 Milliwatts,\vtx400.wav,\vtx400.wav,\vtx400.wav,\vtx400.wav,\vtx400.wav,3,
VTX 50 Milliwatts,\vtx50.wav,\vtx50.wav,\vtx50.wav,\vtx50.wav,\vtx50.wav,3,
VTX 500 Milliwatts,\vtx500.wav,\vtx500.wav,\vtx500.wav,\vtx500.wav,\vtx500.wav,3,
VTX 600 Milliwatts,\vtx600.wav,\vtx600.wav,\vtx600.wav,\vtx600.wav,\vtx600.wav,3,
VTX 700 Milliwatts,\vtx700.wav,\vtx700.wav,\vtx700.wav,\vtx700.wav,\vtx700.wav,3,
VTX 800 Milliwatts,\vtx800.wav,\vtx800.wav,\vtx800.wav,\vtx800.wav,\vtx800.wav,3,
VTX 900 Milliwatts,\vtx900.wav,\vtx900.wav,\vtx900.wav,\vtx900.wav,\vtx900.wav,3,
VTX Frequency R1,\vtxfr1.wav,\vtxfr1.wav,\vtxfr1.wav,\vtxfr1.wav,\vtxfr1.wav,3,
VTX Frequency R2,\vtxfr2.wav,\vtxfr2.wav,\vtxfr2.wav,\vtxfr2.wav,\vtxfr2.wav,3,
VTX Frequency R3,\vtxfr3.wav,\vtxfr3.wav,\vtxfr3.wav,\vtxfr3.wav,\vtxfr3.wav,3,
VTX Frequency R4,\vtxfr4.wav,\vtxfr4.wav,\vtxfr4.wav,\vtxfr4.wav,\vtxfr4.wav,3,
VTX Frequency R5,\vtxfr5.wav,\vtxfr5.wav,\vtxfr5.wav,\vtxfr5.wav,\vtxfr5.wav,3,
VTX Frequency R6,\vtxfr6.wav,\vtxfr6.wav,\vtxfr6.wav,\vtxfr6.wav,\vtxfr6.wav,3,
VTX Frequency R7,\vtxfr7.wav,\vtxfr7.wav,\vtxfr7.wav,\vtxfr7.wav,\vtxfr7.wav,3,
VTX Frequency R8,\vtxfr8.wav,\vtxfr8.wav,\vtxfr8.wav,\vtxfr8.wav,\vtxfr8.wav,3,
VTX High Power,\vtxhi.wav,\vtxhi.wav,\vtxhi.wav,\vtxhi.wav,\vtxhi.wav,3,
VTX level 1,\vtxlv1.wav,\vtxlv1.wav,\vtxlv1.wav,\vtxlv1.wav,\vtxlv1.wav,3,
VTX level 2,\vtxlv2.wav,\vtxlv2.wav,\vtxlv2.wav,\vtxlv2.wav,\vtxlv2.wav,3,
VTX level 3,\vtxlv3.wav,\vtxlv3.wav,\vtxlv3.wav,\vtxlv3.wav,\vtxlv3.wav,3,
VTX Low Power,\vtxlow.wav,\vtxlow.wav,\vtxlow.wav,\vtxlow.wav,\vtxlow.wav,3,
VTX Maximum Power,\vtxmax.wav,\vtxmax.wav,\vtxmax.wav,\vtxmax.wav,\vtxmax.wav,3,
VTX Off,\vtxoff.wav,\vtxoff.wav,\vtxoff.wav,\vtxoff.wav,\vtxoff.wav,3,
VTX On,\vtxon.wav,\vtxon.wav,\vtxon.wav,\vtxon.wav,\vtxon.wav,3,
VTX Pit Mode,\vtxpm.wav,\vtxpm.wav,\vtxpm.wav,\vtxpm.wav,\vtxpm.wav,3,
VTX Race Mode,\vtxrm.wav,\vtxrm.wav,\vtxrm.wav,\vtxrm.wav,\vtxrm.wav,3,
Vulcan,\vulcan.wav,\vulcan.wav,\vulcan.wav,\vulcan.wav,\vulcan.wav,1,
warning,\warn.wav,\warnng.wav,\warn.wav,\warn.wav,\warn.wav,1,Also used by INav script
watt,\watt0.wav,\SYSTEM\watt0.wav,\SYSTEM\watt0.wav,\SYSTEM\watt0.wav,\SYSTEM\0143.wav,1,
watts,\watt1.wav,\SYSTEM\watt1.wav,\SYSTEM\watt1.wav,\SYSTEM\watt1.wav,\SYSTEM\0144.wav,1,
waypoint,\wypnt.wav,\waypnt.wav,\wypnt.wav,\wypnt.wav,\wypnt.wav,2,Also used by INav script
waypoint mode,\wypmd.wav,\wypmd.wav,\wypmd.wav,\wypmd.wav,\wypmd.wav,2,
Waypoint Navigation Started,\wpnstr.wav,\wpnstr.wav,\wpnstr.wav,\wpnstr.wav,\wpnstr.wav,3,
Waypoint Navigation Stopped,\wpnstp.wav,\wpnstp.wav,\wpnstp.wav,\wpnstp.wav,\wpnstp.wav,3,
Welcome to Edge TX,\edgetx.wav,\SYSTEM\hello.wav,\edgetx.wav,\edgetx.wav,\edgetx.wav,3,
Welcome to open TX,\opentx.wav,\opentx.wav,\SYSTEM\hello.wav,\SYSTEM\hello.wav,\SYSTEM\tada.wav,1,
Wheel Brakes Off,\whlbrf.wav,\whlbrf.wav,\whlbrf.wav,\whlbrf.wav,\whlbrf.wav,3,
Wheel Brakes On,\whlbro.wav,\whlbro.wav,\whlbro.wav,\whlbro.wav,\whlbro.wav,3,
Where did that tree come from!?,\whrtre.wav,\whrtre.wav,\whrtre.wav,\whrtre.wav,\whrtre.wav,1.2,
Whipit,\whipit.wav,\whipit.wav,\whipit.wav,\whipit.wav,\whipit.wav,1,Shortened 1.4
Wind Rejection Mode,\wndrej.wav,\wndrej.wav,\wndrej.wav,\wndrej.wav,\wndrej.wav,3,Also used by SXR script
Windg Sweep,\wngswp.wav,\wngswp.wav,\wngswp.wav,\wngswp.wav,\wngswp.wav,3,
Wingbat,\wngbat.wav,\wngbat.wav,\wngbat.wav,\wngbat.wav,\wngbat.wav,1,
Xeno,\xeno.wav,\xeno.wav,\xeno.wav,\xeno.wav,\xeno.wav,1,
Yaa-pu telemetry ready,\yaapu.wav,\yaapu.wav,\yaapu.wav,\yaapu.wav,\yaapu.wav,3,Also used by Yaapu Script
zero throttle,\zerthr.wav,\zerthr.wav,\zerthr.wav,\zerthr.wav,\zerthr.wav,1.2,
Zigzag flight mode,\zigzag.wav,\zigzag.wav,\zigzag.wav,\zigzag.wav,\zigzag.wav,3,Also used by Yaapu Script
