spoken,Storage,EdgeTX 2.9,OpenTX 2.3,OpenTx 2.2,OpenTX 2.1,included at v,notes
flight mode fast,\fm-fst.wav,\fm-fst.wav,\fm-fst.wav,\fm-fst.wav,\fm-fst.wav,1,
flight mode five,\fm-5.wav,\fm-5.wav,\fm-5.wav,\fm-5.wav,\fm-5.wav,1,
flight mode float,\fm-flt.wav,\fm-flt.wav,\fm-flt.wav,\fm-flt.wav,\fm-flt.wav,1,
flight mode four,\fm-4.wav,\fm-4.wav,\fm-4.wav,\fm-4.wav,\fm-4.wav,1,
Flight Mode Horizon,\fm-hor.wav,\fm-hor.wav,\fm-hor.wav,\fm-hor.wav,\fm-hor.wav,3,
Flight Mode Idle 1,\fm-id1.wav,\fm-id1.wav,\fm-id1.wav,\fm-id1.wav,\fm-id1.wav,3,
Flight Mode Idle 2,\fm-id2.wav,\fm-id2.wav,\fm-id2.wav,\fm-id2.wav,\fm-id2.wav,3,
flight mode land,\fm-lnd.wav,\fm-lnd.wav,\fm-lnd.wav,\fm-lnd.wav,\fm-lnd.wav,1,
flight mode launch,\fm-lch.wav,\fm-lch.wav,\fm-lch.wav,\fm-lch.wav,\fm-lch.wav,1,
flight mode normal,\fm-nrm.wav,\fm-nrm.wav,\fm-nrm.wav,\fm-nrm.wav,\fm-nrm.wav,1,
flight mode one,\fm-1.wav,\fm-1.wav,\fm-1.wav,\fm-1.wav,\fm-1.wav,1,
flight mode ping,\fm-png.wav,\fm-png.wav,\fm-png.wav,\fm-png.wav,\fm-png.wav,1,
flight mode power,\fm-pwr.wav,\fm-pwr.wav,\fm-pwr.wav,\fm-pwr.wav,\fm-pwr.wav,1,
flight mode race,\fm-rce.wav,\fm-rce.wav,\fm-rce.wav,\fm-rce.wav,\fm-rce.wav,1,
flight mode seven,\fm-7.wav,\fm-7.wav,\fm-7.wav,\fm-7.wav,\fm-7.wav,1,
flight mode six,\fm-6.wav,\fm-6.wav,\fm-6.wav,\fm-6.wav,\fm-6.wav,1,
flight mode speed,\fm-spd.wav,\fm-spd.wav,\fm-spd.wav,\fm-spd.wav,\fm-spd.wav,1,
Flight Mode Stabalize,\fm-stb.wav,\fm-stb.wav,\fm-stb.wav,\fm-stb.wav,\fm-stb.wav,3,
flight mode thermal,\fm-thm.wav,\fm-thm.wav,\fm-thm.wav,\fm-thm.wav,\fm-thm.wav,1,
flight mode thermal left,\fm-thl.wav,\fm-thl.wav,\fm-thl.wav,\fm-thl.wav,\fm-thl.wav,1,
flight mode thermal right,\fm-thr.wav,\fm-thr.wav,\fm-thr.wav,\fm-thr.wav,\fm-thr.wav,1,
flight mode three,\fm-3.wav,\fm-3.wav,\fm-3.wav,\fm-3.wav,\fm-3.wav,1,
flight mode two,\fm-2.wav,\fm-2.wav,\fm-2.wav,\fm-2.wav,\fm-2.wav,1,
Flight mode Zoom,\fmzoom.wav,\fmzoom.wav,\fmzoom.wav,\fmzoom.wav,\fmzoom.wav,3,
Flight pack battery critical,\flbcri.wav,\flbcri.wav,\flbcri.wav,\flbcri.wav,\flbcri.wav,1.3,
Flight pack battery low,\flblow.wav,\flblow.wav,\flblow.wav,\flblow.wav,\flblow.wav,1.3,
Flight plan received,\flpnrc.wav,\flpnrc.wav,\flpnrc.wav,\flpnrc.wav,\flpnrc.wav,3,Also used by Yaapu Script
Flip,\flip.wav,\flip.wav,\flip.wav,\flip.wav,\flip.wav,3,
Flip flight mode,\flipfm.wav,\flipfm.wav,\flipfm.wav,\flipfm.wav,\flipfm.wav,3,Also used by Yaapu Script
flow position hold flight mode,\fphfm.wav,\fphfm.wav,\fphfm.wav,\fphfm.wav,\fphfm.wav,3,Also used by Yaapu Script
fluid ounce,\founce0.wav,\SYSTEM\founce0.wav,\SYSTEM\founce0.wav,\SYSTEM\founce0.wav,\SYSTEM\0155.wav,1,
fluid ounces,\founce1.wav,\SYSTEM\founce1.wav,\SYSTEM\founce1.wav,\SYSTEM\founce1.wav,\SYSTEM\0156.wav,1,
Fly by wire a flight mode,\fbwafm.wav,\fbwafm.wav,\fbwafm.wav,\fbwafm.wav,\fbwafm.wav,3,Also used by Yaapu Script
Fly by wire b flight mode,\fbwbfm.wav,\fbwbfm.wav,\fbwbfm.wav,\fbwbfm.wav,\fbwbfm.wav,3,Also used by Yaapu Script
follow flight mode,\flwfm.wav,\flwfm.wav,\flwfm.wav,\flwfm.wav,\flwfm.wav,3,Also used by Yaapu Script
follow me,\fllw.wav,\fllw.wav,\fllw.wav,\fllw.wav,\fllw.wav,1,
follow me mode,\fllwmd.wav,\fllwmd.wav,\fllwmd.wav,\fllwmd.wav,\fllwmd.wav,1,
follow mode,\fllwmd.wav,\fllwmd.wav,\fllwmd.wav,\fllwmd.wav,\fllwmd.wav,3,Also used by Yaapu Script
foot,\foot0.wav,\SYSTEM\foot0.wav,\SYSTEM\foot0.wav,\SYSTEM\foot0.wav,\SYSTEM\0133.wav,1,
foot per second,\fps0.wav,\SYSTEM\fps0.wav,\SYSTEM\fps0.wav,\SYSTEM\fps0.wav,\SYSTEM\0125.wav,1,
Forward,\fwd.wav,\fwd.wav,\fwd.wav,\fwd.wav,\fwd.wav,2,
four cell,\4cell.wav,\4cell.wav,\4cell.wav,\4cell.wav,\4cell.wav,1,
Four Wheel Drive,\4wd.wav,\4wd.wav,\4wd.wav,\4wd.wav,\4wd.wav,2,
Four Wheel Steering,\4wst.wav,\4wst.wav,\4wst.wav,\4wst.wav,\4wst.wav,2,
FPV Angle Mix Ative,\agmxon.wav,\agmxon.wav,\agmxon.wav,\agmxon.wav,\agmxon.wav,3,
FPV Angle Mix Off,\agmxof.wav,\agmxof.wav,\agmxof.wav,\agmxof.wav,\agmxof.wav,3,
FPV250 Quad,\fpv250.wav,\fpv250.wav,\fpv250.wav,\fpv250.wav,\fpv250.wav,1,
Front Difflock,\fdfk.wav,\fdfk.wav,\fdfk.wav,\fdfk.wav,\fdfk.wav,1.5,
Front Difflock off,\fdfkof.wav,\fdfkof.wav,\fdfkof.wav,\fdfkof.wav,\fdfkof.wav,1.5,
Front Difflock on,\fdfkon.wav,\fdfkon.wav,\fdfkon.wav,\fdfkon.wav,\fdfkon.wav,1.5,
Front Wheel Steering,\fwst.wav,\fwst.wav,\fwst.wav,\fwst.wav,\fwst.wav,2,
Full Choke,\chkful.wav,\chkful.wav,\chkful.wav,\chkful.wav,\chkful.wav,1.2,
Funtana,\funtan.wav,\funtan.wav,\funtan.wav,\funtan.wav,\funtan.wav,1,
G,\g0.wav,\SYSTEM\g0.wav,\SYSTEM\g0.wav,\SYSTEM\g0.wav,\SYSTEM\0149.wav,1,
G,\g1.wav,\SYSTEM\g1.wav,\SYSTEM\g1.wav,\SYSTEM\g1.wav,\SYSTEM\0150.wav,1,
gear down,\geardn.wav,\geardn.wav,\geardn.wav,\geardn.wav,\geardn.wav,1,
gear up,\gearup.wav,\gearup.wav,\gearup.wav,\gearup.wav,\gearup.wav,1,
Gemini,\gemini.wav,\gemini.wav,\gemini.wav,\gemini.wav,\gemini.wav,1,
Geofence off,\geoof.wav,\geoof.wav,\geoof.wav,\geoof.wav,\geoof.wav,3,
Geofence on,\geoon.wav,\geoon.wav,\geoon.wav,\geoon.wav,\geoon.wav,3,
Geofence triggered,\geotrg.wav,\geotrg.wav,\geotrg.wav,\geotrg.wav,\geotrg.wav,3,Also used by Yaapu Script
Gimbal Center,\gmblct.wav,\gmblct.wav,\gmblct.wav,\gmblct.wav,\gmblct.wav,1,
Good,\good.wav,\good.wav,\good.wav,\good.wav,\good.wav,3,Also used by INav script
Goodbye!,\bye.wav,\SYSTEM\bye.wav,\SYSTEM\bye.wav,\SYSTEM\bye.wav,\bye.wav,1.1,
GPS,\gps.wav,\gps.wav,\gps.wav,\gps.wav,\gps.wav,3,Also used by INav script
GPS 3D fix lock,\gpsfix.wav,\gpsfix.wav,\gpsfix.wav,\gpsfix.wav,\gpsfix.wav,3,Also used by Yaapu Script
GPS Glitch,\gpsglc.wav,\gpsglc.wav,\gpsglc.wav,\gpsglc.wav,\gpsglc.wav,3,Also used by Yaapu Script
GPS Glitch cleared,\gpsgcl.wav,\gpsgcl.wav,\gpsgcl.wav,\gpsgcl.wav,\gpsgcl.wav,3,Also used by Yaapu Script
GPS home acquired,\gpsha.wav,\gpsha.wav,\gpsha.wav,\gpsha.wav,\gpsha.wav,3,Also used by Yaapu Script
GPS mode,\gpsmd.wav,\gpsmd.wav,\gpsmd.wav,\gpsmd.wav,\gpsmd.wav,1,
gps off,\gpsoff.wav,\gpsoff.wav,\gpsoff.wav,\gpsoff.wav,\gpsoff.wav,2,
gps on,\gpson.wav,\gpson.wav,\gpson.wav,\gpson.wav,\gpson.wav,2,
gps position hold,\gpshld.wav,\gpshld.wav,\gpshld.wav,\gpshld.wav,\gpshld.wav,2,
guided,\guid.wav,\guid.wav,\guid.wav,\guid.wav,\guid.wav,1,
Guided flight mode,\guidfm.wav,\guidfm.wav,\guidfm.wav,\guidfm.wav,\guidfm.wav,3,Also used by Yaapu Script
guided mode,\guidmd.wav,\guidmd.wav,\guidmd.wav,\guidmd.wav,\guidmd.wav,1,Typo in filename fixed at 1.2. Also used by Yaapu Script
Guided no gps flight mode,\guidxg.wav,\guidxg.wav,\guidxg.wav,\guidxg.wav,\guidxg.wav,3,Also used by Yaapu Script
Gyro Active,\gyract.wav,\gyract.wav,\gyract.wav,\gyract.wav,\gyract.wav,1,
Gyro Calibration,\gyrcal.wav,\gyrcal.wav,\gyrcal.wav,\gyrcal.wav,\gyrcal.wav,1.3,
Gyro Disabled,\gyrdis.wav,\gyrdis.wav,\gyrdis.wav,\gyrdis.wav,\gyrdis.wav,1,
Gyro Hold Mode Off,\ghmof.wav,\ghmof.wav,\ghmof.wav,\ghmof.wav,\ghmof.wav,1,
Gyro Hold Mode On,\ghmon.wav,\ghmon.wav,\ghmon.wav,\ghmon.wav,\ghmon.wav,1,
Gyro Hold Mode Position 1,\ghmp1.wav,\ghmp1.wav,\ghmp1.wav,\ghmp1.wav,\ghmp1.wav,1,
Gyro Hold Mode Position 2,\ghmp2.wav,\ghmp2.wav,\ghmp2.wav,\ghmp2.wav,\ghmp2.wav,1,
Gyro Hold Mode Position 3,\ghmp3.wav,\ghmp3.wav,\ghmp3.wav,\ghmp3.wav,\ghmp3.wav,1,
Gyro Off,\gyrof.wav,\gyrof.wav,\gyrof.wav,\gyrof.wav,\gyrof.wav,1,
Gyro On,\gyron.wav,\gyron.wav,\gyron.wav,\gyron.wav,\gyron.wav,1,
Gyro Rate Mode Off,\grmof.wav,\grmof.wav,\grmof.wav,\grmof.wav,\grmof.wav,1,
Gyro Rate Mode On,\grmon.wav,\grmon.wav,\grmon.wav,\grmon.wav,\grmon.wav,1,
Gyro Rate Mode Position 1,\grmp1.wav,\grmp1.wav,\grmp1.wav,\grmp1.wav,\grmp1.wav,1,
Gyro Rate Mode Position 2,\grmp2.wav,\grmp2.wav,\grmp2.wav,\grmp2.wav,\grmp2.wav,1,
Gyro Rate Mode Position 3,\grmp3.wav,\grmp3.wav,\grmp3.wav,\grmp3.wav,\grmp3.wav,1,
Half Choke,\chkhlf.wav,\chkhlf.wav,\chkhlf.wav,\chkhlf.wav,\chkhlf.wav,1.2,
Hard Deck Off,\hrdkof.wav,\hrdkof.wav,\hrdkof.wav,\hrdkof.wav,\hrdkof.wav,3,
Hard Deck On,\hrdkon.wav,\hrdkon.wav,\hrdkon.wav,\hrdkon.wav,\hrdkon.wav,3,
Headfree Active,\hdfrac.wav,\hdfrac.wav,\hdfrac.wav,\hdfrac.wav,\hdfrac.wav,3,Also used by INav script
Headfree mode,\hdfrmd.wav,\hdfrmd.wav,\hdfrmd.wav,\hdfrmd.wav,\hdfrmd.wav,1.3,
Headfree mode off,\hdfmof.wav,\hdfmof.wav,\hdfmof.wav,\hdfmof.wav,\hdfmof.wav,1.4,
Headfree mode on,\hdfmon.wav,\hdfmon.wav,\hdfmon.wav,\hdfmon.wav,\hdfmon.wav,1.4,
Headfree Off,\hdfrof.wav,\hdfrof.wav,\hdfrof.wav,\hdfrof.wav,\hdfrof.wav,3,Also used by INav script
Heading Adjust,\hdadj.wav,\hdadj.wav,\hdadj.wav,\hdadj.wav,\hdadj.wav,3,
Heading Hold,\hhld.wav,\hhld.wav,\hhld.wav,\hhld.wav,\hhld.wav,1.3,Also used by INav script
Heading Hold Active,\hhldac.wav,\hhldac.wav,\hhldac.wav,\hhldac.wav,\hhldac.wav,3,Also used by INav script
Heading Hold Off,\hhldof.wav,\hhldof.wav,\hhldof.wav,\hhldof.wav,\hhldof.wav,1.3,
Heading Hold On,\hhldon.wav,\hhldon.wav,\hhldon.wav,\hhldon.wav,\hhldon.wav,1.3,
Heading Lock,\headlo.wav,\headlo.wav,\headlo.wav,\headlo.wav,\headlo.wav,3,
headtrack off,\hdtkof.wav,\hdtkof.wav,\hdtkof.wav,\hdtkof.wav,\hdtkof.wav,1,
headtrack on,\hdtkon.wav,\hdtkon.wav,\hdtkon.wav,\hdtkon.wav,\hdtkon.wav,1,
Hertz,hertz0.wav,\SYSTEM\hertz0.wav,hertz0.wav,hertz0.wav,hertz0.wav,3,
Hertz,hertz1.wav,\SYSTEM\hertz1.wav,hertz1.wav,hertz1.wav,hertz1.wav,3,
Hey! Watch this!,\haywtc.wav,\haywtc.wav,\haywtc.wav,\haywtc.wav,\haywtc.wav,1.2,
High,\high.wav,\high.wav,\high.wav,\high.wav,\high.wav,1.1,
high battery capacity,\hghbtc.wav,\hghbtc.wav,\hghbtc.wav,\hghbtc.wav,\hghbtc.wav,1.1,
High rates,\hghrts.wav,\rathi.wav,\hghrts.wav,\hghrts.wav,\hghrts.wav,1,
High Speed Mode Active,\spdmod.wav,\spdmod.wav,\spdmod.wav,\spdmod.wav,\spdmod.wav,1,
Hold mode,\hldmd.wav,\hldmd.wav,\hldmd.wav,\hldmd.wav,\hldmd.wav,3,Also used by Yaapu Script
Home lock,\homlok.wav,\homlok.wav,\homlok.wav,\homlok.wav,\homlok.wav,1.2,
Home Reset,\homrst.wav,\homrst.wav,\homrst.wav,\homrst.wav,\homrst.wav,3,Also used by INav script
horizon,\hrz.wav,\hrz.wav,\hrz.wav,\hrz.wav,\hrz.wav,1,
horizon mode,\hrzmd.wav,\hznmod.wav,\hrzmd.wav,\hrzmd.wav,\hrzmd.wav,1,Also used by INav script
Horn sound!,\horn.wav,\horn.wav,\horn.wav,\horn.wav,\horn.wav,1,
hour,\hour0.wav,\SYSTEM\hour0.wav,\SYSTEM\hour0.wav,\SYSTEM\hour0.wav,\SYSTEM\0157.wav,1,
hours,\hour1.wav,\SYSTEM\hour1.wav,\SYSTEM\hour1.wav,\SYSTEM\hour1.wav,\SYSTEM\0158.wav,1,
hybrid,\hybmd.wav,\hybmd.wav,\hybmd.wav,\hybmd.wav,\hybmd.wav,1,
hybrid mode,\hyb.wav,\hyb.wav,\hyb.wav,\hyb.wav,\hyb.wav,1,
I,\i.wav,\i.wav,\i.wav,\i.wav,\i.wav,3,Also used by Betaflight Script
idle,\idle.wav,\idle.wav,\idle.wav,\idle.wav,\idle.wav,1,
Idle down,\idledn.wav,\idledn.wav,\idledn.wav,\idledn.wav,\idledn.wav,1,
idle mode,\idlmod.wav,\idlmod.wav,\idlmod.wav,\idlmod.wav,\idlmod.wav,1.2,
idle mode off,\idlmof.wav,\idlmof.wav,\idlmof.wav,\idlmof.wav,\idlmof.wav,1.2,
idle mode on,\idlmon.wav,\idlmon.wav,\idlmon.wav,\idlmon.wav,\idlmon.wav,1.2,
idle off,\idleof.wav,\idleof.wav,\idleof.wav,\idleof.wav,\idleof.wav,1,
idle on,\idleon.wav,\idleon.wav,\idleon.wav,\idleon.wav,\idleon.wav,1,
Idle up,\idleup.wav,\idleup.wav,\idleup.wav,\idleup.wav,\idleup.wav,1,
Idleup 1,\idleu1.wav,\idleu1.wav,\idleu1.wav,\idleu1.wav,\idleu1.wav,3,
Idleup 2,\idleu2.wav,\idleu2.wav,\idleu2.wav,\idleu2.wav,\idleu2.wav,3,
inactivity alarm,\inactiv.wav,\SYSTEM\inactiv.wav,\SYSTEM\inactiv.wav,\SYSTEM\inactiv.wav,\SYSTEM\inactiv.wav,1,
Initialising,\init.wav,\init.wav,\init.wav,\init.wav,\init.wav,3,Also used by Yaapu Script
Intermediate,\intrmd.wav,\intrmd.wav,\intrmd.wav,\intrmd.wav,\intrmd.wav,1.3,
kilometer per hour,\kph0.wav,\SYSTEM\kph0.wav,\SYSTEM\kph0.wav,\SYSTEM\kph0.wav,\SYSTEM\0127.wav,1,
kilometers per hour,\kph1.wav,\SYSTEM\kph1.wav,\SYSTEM\kph1.wav,\SYSTEM\kph1.wav,\SYSTEM\0128.wav,1,
Knife Edge,\kfedge.wav,\kfedge.wav,\kfedge.wav,\kfedge.wav,\kfedge.wav,1,
knot,\knot0.wav,\SYSTEM\knot0.wav,\SYSTEM\knot0.wav,\SYSTEM\knot0.wav,\SYSTEM\0121.wav,1,
knots,\knot1.wav,\SYSTEM\knot1.wav,\SYSTEM\knot1.wav,\SYSTEM\knot1.wav,\SYSTEM\0122.wav,1,
Lancaster,\lanc.wav,\lanc.wav,\lanc.wav,\lanc.wav,\lanc.wav,1.4,
Land descend started,\landds.wav,\landds.wav,\landds.wav,\landds.wav,\landds.wav,3,Also used by Yaapu Script
Land final started,\landfs.wav,\landfs.wav,\landfs.wav,\landfs.wav,\landfs.wav,3,Also used by Yaapu Script
Land flight mode,\landfm.wav,\landfm.wav,\landfm.wav,\landfm.wav,\landfm.wav,3,Also used by Yaapu Script
Landing,\land.wav,\landin.wav,\land.wav,\land.wav,\land.wav,1,
Landing complete,\landc.wav,\landc.wav,\landc.wav,\landc.wav,\landc.wav,3,Also used by Yaapu Script
landing mode on,\lnding.wav,\lnding.wav,\lnding.wav,\lnding.wav,\lnding.wav,1,
launch mode,\lncmod.wav,\lncmod.wav,\lncmod.wav,\lncmod.wav,\lncmod.wav,1.3,
launch mode disabled,\lncmdi.wav,\lncmdi.wav,\lncmdi.wav,\lncmdi.wav,\lncmdi.wav,1.3,
launch mode enabled,\lncmen.wav,\lncmen.wav,\lncmen.wav,\lncmen.wav,\lncmen.wav,1.3,
Left,\left.wav,\left.wav,\left.wav,\left.wav,\left.wav,1.3,
Lights Off,\lgtoff.wav,\lgtoff.wav,\lgtoff.wav,\lgtoff.wav,\lgtoff.wav,1.3,
Lights On,\lgton.wav,\lgton.wav,\lgton.wav,\lgton.wav,\lgton.wav,1.3,
link loss failsafe mode,\llfail.wav,\llfail.wav,\llfail.wav,\llfail.wav,\llfail.wav,3,Also used by Yaapu Script
Logging activated,\logact.wav,\logact.wav,\logact.wav,\logact.wav,\logact.wav,1,
Logging deactivated,\logde.wav,\logde.wav,\logde.wav,\logde.wav,\logde.wav,1,
Logging Off,\logoff.wav,\logoff.wav,\logoff.wav,\logoff.wav,\logoff.wav,1.3,
Logging On,\logon.wav,\logon.wav,\logon.wav,\logon.wav,\logon.wav,1.3,
Loiter,\loiter.wav,\loiter.wav,\loiter.wav,\loiter.wav,\loiter.wav,3,
Loiter flight mode,\loitfm.wav,\loitfm.wav,\loitfm.wav,\loitfm.wav,\loitfm.wav,3,Also used by Yaapu Script
loiter mode,\loitmd.wav,\loitmd.wav,\loitmd.wav,\loitmd.wav,\loitmd.wav,2,Also used by Yaapu Script
Lost,\lost.wav,\lost.wav,\lost.wav,\lost.wav,\lost.wav,3,Also used by INav script
Low,\low.wav,\low.wav,\low.wav,\low.wav,\low.wav,1.1,
Low altitude alert,\minalt.wav,\minalt.wav,\minalt.wav,\minalt.wav,\minalt.wav,3,Also used by Yaapu Script
Low Battery,\lowbat.wav,\lowbat.wav,\lowbat.wav,\lowbat.wav,\lowbat.wav,1,Also used by INav and Yaapu Scripts
low battery capacity,\lowbtc.wav,\lowbtc.wav,\lowbtc.wav,\lowbtc.wav,\lowbtc.wav,1.1,
Low Fuel,\lwfuel.wav,\lwfuel.wav,\lwfuel.wav,\lwfuel.wav,\lwfuel.wav,3,
Low Rates,\lowrts.wav,\ratlow.wav,\lowrts.wav,\lowrts.wav,\lowrts.wav,1,
LQ,\lq.wav,\lq.wav,\lq.wav,\lq.wav,\lq.wav,3,
magnetometer,\magn.wav,\magn.wav,\magn.wav,\magn.wav,\magn.wav,1,
magnetometer off,\magnof.wav,\magnof.wav,\magnof.wav,\magnof.wav,\magnof.wav,1,
magnetometer on,\magnon.wav,\magnon.wav,\magnon.wav,\magnon.wav,\magnon.wav,1,
Manual,\manual.wav,\manual.wav,\manual.wav,\manual.wav,\manual.wav,3,
Manual flight mode,\manfm.wav,\manfm.wav,\manfm.wav,\manfm.wav,\manfm.wav,3,Also used by Yaapu Script
Manual Mode,\manmod.wav,\manmod.wav,\manmod.wav,\manmod.wav,\manmod.wav,1.2,"Also used by INav, SXR and Yaapu scripts"
Max altitude alert,\maxalt.wav,\maxalt.wav,\maxalt.wav,\maxalt.wav,\maxalt.wav,3,Also used by Yaapu Script
Max distance alert,\maxdst.wav,\maxdst.wav,\maxdst.wav,\maxdst.wav,\maxdst.wav,3,Also used by Yaapu Script
maximum trim reached,\maxtrim.wav,\SYSTEM\maxtrim.wav,\SYSTEM\maxtrim.wav,\SYSTEM\maxtrim.wav,\SYSTEM\endtrim.wav,1,
Maximum TX Power,\maxtxp.wav,\maxtxp.wav,\maxtxp.wav,\maxtxp.wav,\maxtxp.wav,3,
Medium,\med.wav,\med.wav,\med.wav,\med.wav,\med.wav,1.1,
medium battery capacity,\medbtc.wav,\medbtc.wav,\medbtc.wav,\medbtc.wav,\medbtc.wav,1.1,
Medium Rates,\ratmed.wav,\ratmed.wav,\ratmed.wav,\ratmed.wav,\ratmed.wav,3,
Messerschmit ME-109,\me109.wav,\me109.wav,\me109.wav,\me109.wav,\me109.wav,1,
meter,\meter0.wav,\SYSTEM\meter0.wav,\SYSTEM\meter0.wav,\SYSTEM\meter0.wav,\SYSTEM\0131.wav,1,
meter per second,\mps0.wav,\SYSTEM\mps0.wav,\SYSTEM\mps0.wav,\SYSTEM\mps0.wav,\SYSTEM\0123.wav,1,
meters,\meter1.wav,\SYSTEM\meter1.wav,\SYSTEM\meter1.wav,\SYSTEM\meter1.wav,\SYSTEM\0132.wav,1,
meters per second,\mps1.wav,\SYSTEM\mps1.wav,\SYSTEM\mps1.wav,\SYSTEM\mps1.wav,\SYSTEM\0124.wav,1,
Microsecond,us0.wav,\SYSTEM\us0.wav,us0.wav,us0.wav,us0.wav,3,
Microseconds,us1.wav,\SYSTEM\us1.wav,us1.wav,us1.wav,us1.wav,3,
Middle Rates,\midrts.wav,\midrts.wav,\midrts.wav,\midrts.wav,\midrts.wav,1,
mile per hour,\mph0.wav,\SYSTEM\mph0.wav,\SYSTEM\mph0.wav,\SYSTEM\mph0.wav,\SYSTEM\0129.wav,1,
miles per hour,\mph1.wav,\SYSTEM\mph1.wav,\SYSTEM\mph1.wav,\SYSTEM\mph1.wav,\SYSTEM\0130.wav,1,
milliamp,\mamp0.wav,\SYSTEM\mamp0.wav,\SYSTEM\mamp0.wav,\SYSTEM\mamp0.wav,\SYSTEM\0119.wav,1,
milliamp-hour,\mamph0.wav,\SYSTEM\mamph0.wav,\SYSTEM\mamph0.wav,\SYSTEM\mamph0.wav,\SYSTEM\0141.wav,1,
milliamp-hours,\mamph1.wav,\SYSTEM\mamph1.wav,\SYSTEM\mamph1.wav,\SYSTEM\mamph1.wav,\SYSTEM\0142.wav,1,
milliamps,\mamp1.wav,\SYSTEM\mamp1.wav,\SYSTEM\mamp1.wav,\SYSTEM\mamp1.wav,\SYSTEM\0120.wav,1,
milliliter,\ml0.wav,\SYSTEM\ml0.wav,\SYSTEM\ml0.wav,\SYSTEM\ml0.wav,\SYSTEM\0153.wav,1,
Milli-liter per Minute,\mlpm0.wav,\SYSTEM\mlpm0.wav,\SYSTEM\mlpm0.wav,\mlpm0.wav,\mlpm0.wav,2,
milliliters,\ml1.wav,\SYSTEM\ml1.wav,\SYSTEM\ml1.wav,\SYSTEM\ml1.wav,\SYSTEM\0154.wav,1,
Milli-liters per Minute,\mlpm1.wav,\SYSTEM\mlpm1.wav,\SYSTEM\mlpm1.wav,\mlpm1.wav,\mlpm1.wav,2,
million,\miln.wav,\miln.wav,\miln.wav,\miln.wav,\miln.wav,1.2,
millions,\milns.wav,\milns.wav,\milns.wav,\milns.wav,\milns.wav,1.2,
Millisecond,ms0.wav,\SYSTEM\ms0.wav,ms0.wav,ms0.wav,ms0.wav,3,
Milliseconds,ms1.wav,\SYSTEM\ms1.wav,ms1.wav,ms1.wav,ms1.wav,3,
milli-watt,\mwatt0.wav,\SYSTEM\mwatt0.wav,\SYSTEM\mwatt0.wav,\SYSTEM\mwatt0.wav,\mwatt0.wav,1,
milli-watts,\mwatt1.wav,\SYSTEM\mwatt1.wav,\SYSTEM\mwatt1.wav,\SYSTEM\mwatt1.wav,\mwatt1.wav,1,
minimum trim reached,\mintrim.wav,\SYSTEM\mintrim.wav,\SYSTEM\mintrim.wav,\SYSTEM\mintrim.wav,\mintrm.wav,1,
minus,\0111.wav,\SYSTEM\0111.wav,\SYSTEM\0111.wav,\SYSTEM\0111.wav,\SYSTEM\0111.wav,1,
minute,\minute0.wav,\SYSTEM\minute0.wav,\SYSTEM\minute0.wav,\SYSTEM\minute0.wav,\SYSTEM\0159.wav,1,
minutes,\minute1.wav,\SYSTEM\minute1.wav,\SYSTEM\minute1.wav,\SYSTEM\minute1.wav,\SYSTEM\0160.wav,1,
Mirage,\mirage.wav,\mirage.wav,\mirage.wav,\mirage.wav,\mirage.wav,1,
Mission complete,\miscom.wav,\miscom.wav,\miscom.wav,\miscom.wav,\miscom.wav,3,Also used by Yaapu Script
Mixed with,\mxdwth.wav,\mxdwth.wav,\mxdwth.wav,\mxdwth.wav,\mxdwth.wav,1,
Motor,\mtr.wav,\mtr.wav,\mtr.wav,\mtr.wav,\mtr.wav,1.2,
Motor Active,\mtract.wav,\mtract.wav,\mtract.wav,\mtract.wav,\mtract.wav,1.2,
Motor Disabled,\mtrdis.wav,\mtrdis.wav,\mtrdis.wav,\mtrdis.wav,\mtrdis.wav,1.2,
Motors,\mtrs.wav,\mtrs.wav,\mtrs.wav,\mtrs.wav,\mtrs.wav,1.2,
Motors armed,\mtrarm.wav,\mtrarm.wav,\mtrarm.wav,\mtrarm.wav,\mtrarm.wav,3,Also used by Yaapu Script
Motors disarmed,\mtrdis.wav,\mtrdis.wav,\mtrdis.wav,\mtrdis.wav,\mtrdis.wav,3,Also used by Yaapu Script
Navigation Altitude Hold,\navalh.wav,\navalh.wav,\navalh.wav,\navalh.wav,\navalh.wav,3,
Navigation Course Hold,\navcsh.wav,\navcsh.wav,\navcsh.wav,\navcsh.wav,\navcsh.wav,3,
Navigation Cruise,\navcrs.wav,\navcrs.wav,\navcrs.wav,\navcrs.wav,\navcrs.wav,3,
Navigation Position Hold,\navpos.wav,\navpos.wav,\navpos.wav,\navpos.wav,\navpos.wav,3,
Navigation Return to Home,\navrth.wav,\navrth.wav,\navrth.wav,\navrth.wav,\navrth.wav,3,
Navigation Waypoint,\navwp.wav,\navwp.wav,\navwp.wav,\navwp.wav,\navwp.wav,3,
Negative ghost rider. the pattern is full,\nghost.wav,\nghost.wav,\nghost.wav,\nghost.wav,\nghost.wav,1.4,
Negative Pitch Allowed,\negpon.wav,\negpon.wav,\negpon.wav,\negpon.wav,\negpon.wav,3,
Negative Pitch disallowed,\negpof.wav,\negpof.wav,\negpof.wav,\negpof.wav,\negpof.wav,3,
No gps,\nogps.wav,\nogps.wav,\nogps.wav,\nogps.wav,\nogps.wav,3,Also used by Yaapu Script
No limits,\nolmts.wav,\nolmts.wav,\nolmts.wav,\nolmts.wav,\nolmts.wav,1.3,
